1,1,1400000,1400000,7.954752,24.248384,175.995438,230.943222
2,2,2800000,2800000,12.318368,47.117535,227.302841,237.703445
3,3,4200000,4200000,17.973280,74.039970,233.680222,226.904465
4,4,5600000,5600000,23.957855,95.095230,233.743790,235.553345
5,5,7000000,7000000,29.931681,123.160767,233.865921,227.345123
6,6,8400000,8400000,43.758785,148.636612,191.961456,226.054672
10,10,14000000,14000000,62.222782,242.922180,224.997971,230.526505
15,15,21000000,21000000,90.087517,371.107269,233.106659,226.349655
