5,224,0.729167,0.729167
5,256,0.833333,0.833333
5,288,0.937500,0.937500
5,320,0.833333,0.833333
5,352,0.916667,0.916667
5,384,1.000000,1.000000
5,416,0.812500,0.812500
5,448,0.875000,0.875000
5,480,0.937500,0.937500
5,512,1.000000,1.000000
5,544,0.708333,0.708333
5,576,0.750000,0.750000
5,608,0.791667,0.791667
5,640,0.833333,0.833333
5,672,0.875000,0.875000
5,704,0.916667,0.916667
5,736,0.958333,0.958333
5,768,1.000000,1.000000
5,800,0.520833,0.520833
5,832,0.541667,0.541667
5,864,0.562500,0.562500
5,896,0.583333,0.583333
5,928,0.604167,0.604167
5,960,0.625000,0.625000
5,992,0.645833,0.645833
5,1024,0.666667,0.666667
6,32,0.125000,0.125000
6,64,0.250000,0.250000
6,96,0.375000,0.375000
6,128,0.500000,0.500000
6,160,0.625000,0.625000
6,192,0.750000,0.750000
6,224,0.875000,0.875000
6,256,1.000000,1.000000
6,288,0.937500,0.937500
6,320,0.833333,0.833333
6,352,0.916667,0.916667
6,384,1.000000,1.000000
6,416,0.812500,0.812500
6,448,0.875000,0.875000
6,480,0.937500,0.937500
6,512,1.000000,1.000000
6,544,0.708333,0.708333
6,576,0.750000,0.750000
6,608,0.791667,0.791667
6,640,0.833333,0.833333
6,672,0.875000,0.875000
6,704,0.916667,0.916667
6,736,0.958333,0.958333
6,768,1.000000,1.000000
6,800,0.520833,0.520833
6,832,0.541667,0.541667
6,864,0.562500,0.562500
6,896,0.583333,0.583333
6,928,0.604167,0.604167
6,960,0.625000,0.625000
6,992,0.645833,0.645833
6,1024,0.666667,0.666667
7,32,0.145833,0.145833
7,64,0.291667,0.291667
7,96,0.437500,0.437500
7,128,0.583333,0.583333
7,160,0.729167,0.729167
7,192,0.875000,0.875000
7,224,0.875000,0.875000
7,256,1.000000,1.000000
7,288,0.937500,0.937500
7,320,0.833333,0.833333
7,352,0.916667,0.916667
7,384,1.000000,1.000000
7,416,0.812500,0.812500
7,448,0.875000,0.875000
7,480,0.937500,0.937500
7,512,1.000000,1.000000
7,544,0.708333,0.708333
7,576,0.750000,0.750000
7,608,0.791667,0.791667
7,640,0.833333,0.833333
7,672,0.875000,0.875000
7,704,0.916667,0.916667
7,736,0.958333,0.958333
7,768,1.000000,1.000000
7,800,0.520833,0.520833
7,832,0.541667,0.541667
7,864,0.562500,0.562500
7,896,0.583333,0.583333
7,928,0.604167,0.604167
7,960,0.625000,0.625000
7,992,0.645833,0.645833
7,1024,0.666667,0.666667
8,32,0.166667,0.166667
8,64,0.333333,0.333333
8,96,0.500000,0.500000
8,128,0.666667,0.666667
8,160,0.833333,0.833333
8,192,1.000000,1.000000
8,224,0.875000,0.875000
8,256,1.000000,1.000000
8,288,0.937500,0.937500
8,320,0.833333,0.833333
8,352,0.916667,0.916667
8,384,1.000000,1.000000
8,416,0.812500,0.812500
8,448,0.875000,0.875000
8,480,0.937500,0.937500
8,512,1.000000,1.000000
8,544,0.708333,0.708333
8,576,0.750000,0.750000
8,608,0.791667,0.791667
8,640,0.833333,0.833333
8,672,0.875000,0.875000
8,704,0.916667,0.916667
8,736,0.958333,0.958333
8,768,1.000000,1.000000
8,800,0.520833,0.520833
8,832,0.541667,0.541667
8,864,0.562500,0.562500
8,896,0.583333,0.583333
8,928,0.604167,0.604167
8,960,0.625000,0.625000
8,992,0.645833,0.645833
8,1024,0.666667,0.666667
