1,1,100000,100000,1.078368,13.531296,92.732727,29.561100
2,2,200000,200000,16.017248,39.343647,12.486540,20.333651
3,3,300000,300000,20.826303,50.203392,14.404860,23.902767
4,4,400000,400000,27.639744,64.502655,14.471914,24.805180
5,5,500000,500000,34.424480,78.707870,14.524548,25.410419
11,11,1100000,1100000,79.237694,163.880005,13.882282,26.848913
21,21,2100000,2100000,145.244263,306.692505,14.458403,27.388996
31,31,3100000,3100000,217.810425,464.713409,14.232560,26.683111
