1,1,100000,100000,1.112800,13.207456,89.863411,30.285925
2,2,200000,200000,1.135744,13.279840,176.096024,60.241688
3,3,300000,300000,0.988896,11.953632,303.368591,100.387894
4,4,400000,400000,1.013568,11.972608,394.645447,133.638382
5,5,500000,500000,1.006720,11.965888,496.662445,167.141800
11,11,1100000,1100000,1.274944,12.984512,862.783020,338.865234
21,21,2100000,2100000,1.827360,12.358304,1149.198853,679.704895
31,31,3100000,3100000,1.793440,12.103648,1728.521729,1024.484497
