1,1,50000,50000,0.690080,8.797088,72.455368,22.734797
2,2,100000,100000,0.784576,9.534464,127.457382,41.953068
3,3,150000,150000,0.638912,7.579840,234.774109,79.157341
4,4,200000,200000,0.671840,7.159968,297.689911,111.732346
5,5,250000,250000,0.679200,7.149472,368.080109,139.870468
11,11,550000,550000,1.251200,8.942400,439.578033,246.018967
21,21,1050000,1050000,1.688256,7.284576,621.943604,576.560669
31,31,1550000,1550000,1.688288,7.287168,918.089844,850.810608
