8,544,0.531250,0.796875
8,576,0.562500,0.843750
8,608,0.593750,0.890625
8,640,0.625000,0.937500
8,672,0.656250,0.984375
8,704,0.687500,0.687500
8,736,0.718750,0.718750
8,768,0.750000,0.750000
8,800,0.390625,0.781250
8,832,0.406250,0.812500
8,864,0.421875,0.843750
8,896,0.437500,0.875000
8,928,0.453125,0.906250
8,960,0.468750,0.937500
8,992,0.484375,0.968750
8,1024,0.500000,1.000000
