1,32,0.015625,0.015625
1,64,0.031250,0.031250
1,96,0.046875,0.046875
1,128,0.062500,0.062500
1,160,0.078125,0.078125
1,192,0.093750,0.093750
1,224,0.109375,0.109375
1,256,0.125000,0.125000
1,288,0.140625,0.140625
1,320,0.156250,0.156250
1,352,0.171875,0.171875
1,384,0.187500,0.187500
1,416,0.203125,0.203125
1,448,0.218750,0.218750
1,480,0.234375,0.234375
1,512,0.250000,0.250000
1,544,0.265625,0.265625
1,576,0.281250,0.281250
1,608,0.296875,0.296875
1,640,0.312500,0.312500
1,672,0.328125,0.328125
1,704,0.343750,0.343750
1,736,0.359375,0.359375
1,768,0.375000,0.375000
1,800,0.390625,0.390625
1,832,0.406250,0.406250
1,864,0.421875,0.421875
1,896,0.437500,0.437500
1,928,0.453125,0.453125
1,960,0.468750,0.468750
1,992,0.484375,0.484375
1,1024,0.500000,0.500000
2,32,0.031250,0.031250
2,64,0.062500,0.062500
2,96,0.093750,0.093750
2,128,0.125000,0.125000
2,160,0.156250,0.156250
2,192,0.187500,0.187500
2,224,0.218750,0.218750
2,256,0.250000,0.250000
2,288,0.281250,0.281250
2,320,0.312500,0.312500
2,352,0.343750,0.343750
2,384,0.375000,0.375000
2,416,0.406250,0.406250
2,448,0.437500,0.437500
2,480,0.468750,0.468750
2,512,0.500000,0.500000
2,544,0.531250,0.531250
2,576,0.562500,0.562500
2,608,0.593750,0.593750
2,640,0.625000,0.625000
2,672,0.656250,0.656250
2,704,0.687500,0.687500
2,736,0.718750,0.718750
2,768,0.750000,0.750000
2,800,0.390625,0.781250
2,832,0.406250,0.812500
2,864,0.421875,0.843750
2,896,0.437500,0.875000
2,928,0.453125,0.906250
2,960,0.468750,0.937500
2,992,0.484375,0.968750
2,1024,0.500000,1.000000
3,32,0.046875,0.046875
3,64,0.093750,0.093750
3,96,0.140625,0.140625
3,128,0.187500,0.187500
3,160,0.234375,0.234375
3,192,0.281250,0.281250
3,224,0.328125,0.328125
3,256,0.375000,0.375000
3,288,0.421875,0.421875
3,320,0.468750,0.468750
3,352,0.515625,0.515625
3,384,0.562500,0.562500
3,416,0.609375,0.609375
3,448,0.656250,0.656250
3,480,0.703125,0.703125
3,512,0.750000,0.750000
3,544,0.531250,0.796875
3,576,0.562500,0.843750
3,608,0.593750,0.890625
3,640,0.625000,0.937500
3,672,0.656250,0.984375
3,704,0.687500,0.687500
3,736,0.718750,0.718750
3,768,0.750000,0.750000
3,800,0.390625,0.781250
3,832,0.406250,0.812500
3,864,0.421875,0.843750
3,896,0.437500,0.875000
3,928,0.453125,0.906250
3,960,0.468750,0.937500
3,992,0.484375,0.968750
3,1024,0.500000,1.000000
4,32,0.062500,0.062500
4,64,0.125000,0.125000
4,96,0.187500,0.187500
4,128,0.250000,0.250000
4,160,0.312500,0.312500
4,192,0.375000,0.375000
4,224,0.437500,0.437500
4,256,0.500000,0.500000
4,288,0.562500,0.562500
4,320,0.625000,0.625000
4,352,0.687500,0.687500
4,384,0.750000,0.750000
4,416,0.609375,0.812500
4,448,0.656250,0.875000
4,480,0.703125,0.937500
4,512,0.750000,1.000000
4,544,0.531250,0.796875
4,576,0.562500,0.843750
4,608,0.593750,0.890625
4,640,0.625000,0.937500
4,672,0.656250,0.984375
4,704,0.687500,0.687500
4,736,0.718750,0.718750
4,768,0.750000,0.750000
4,800,0.390625,0.781250
4,832,0.406250,0.812500
4,864,0.421875,0.843750
4,896,0.437500,0.875000
4,928,0.453125,0.906250
4,960,0.468750,0.937500
4,992,0.484375,0.968750
4,1024,0.500000,1.000000
5,32,0.078125,0.078125
5,64,0.156250,0.156250
5,96,0.234375,0.234375
5,128,0.312500,0.312500
5,160,0.390625,0.390625
5,192,0.468750,0.468750
5,224,0.546875,0.546875
5,256,0.625000,0.625000
5,288,0.703125,0.703125
5,320,0.625000,0.781250
5,352,0.687500,0.859375
5,384,0.750000,0.937500
5,416,0.609375,0.812500
5,448,0.656250,0.875000
5,480,0.703125,0.937500
5,512,0.750000,1.000000
5,544,0.531250,0.796875
5,576,0.562500,0.843750
5,608,0.593750,0.890625
5,640,0.625000,0.937500
5,672,0.656250,0.984375
5,704,0.687500,0.687500
5,736,0.718750,0.718750
5,768,0.750000,0.750000
5,800,0.390625,0.781250
5,832,0.406250,0.812500
5,864,0.421875,0.843750
5,896,0.437500,0.875000
5,928,0.453125,0.906250
5,960,0.468750,0.937500
5,992,0.484375,0.968750
5,1024,0.500000,1.000000
6,32,0.093750,0.093750
6,64,0.187500,0.187500
6,96,0.281250,0.281250
6,128,0.375000,0.375000
6,160,0.468750,0.468750
6,192,0.562500,0.562500
6,224,0.656250,0.656250
6,256,0.750000,0.750000
6,288,0.703125,0.843750
6,320,0.625000,0.937500
6,352,0.687500,0.859375
6,384,0.750000,0.937500
6,416,0.609375,0.812500
6,448,0.656250,0.875000
6,480,0.703125,0.937500
6,512,0.750000,1.000000
6,544,0.531250,0.796875
6,576,0.562500,0.843750
6,608,0.593750,0.890625
6,640,0.625000,0.937500
6,672,0.656250,0.984375
6,704,0.687500,0.687500
6,736,0.718750,0.718750
6,768,0.750000,0.750000
6,800,0.390625,0.781250
6,832,0.406250,0.812500
6,864,0.421875,0.843750
6,896,0.437500,0.875000
6,928,0.453125,0.906250
6,960,0.468750,0.937500
6,992,0.484375,0.968750
6,1024,0.500000,1.000000
7,32,0.109375,0.109375
7,64,0.218750,0.218750
7,96,0.328125,0.328125
7,128,0.437500,0.437500
7,160,0.546875,0.546875
7,192,0.656250,0.656250
7,224,0.656250,0.765625
7,256,0.750000,0.875000
7,288,0.703125,0.984375
7,320,0.625000,0.937500
7,352,0.687500,0.859375
7,384,0.750000,0.937500
7,416,0.609375,0.812500
7,448,0.656250,0.875000
7,480,0.703125,0.937500
7,512,0.750000,1.000000
7,544,0.531250,0.796875
7,576,0.562500,0.843750
7,608,0.593750,0.890625
7,640,0.625000,0.937500
7,672,0.656250,0.984375
7,704,0.687500,0.687500
7,736,0.718750,0.718750
7,768,0.750000,0.750000
7,800,0.390625,0.781250
7,832,0.406250,0.812500
7,864,0.421875,0.843750
7,896,0.437500,0.875000
7,928,0.453125,0.906250
7,960,0.468750,0.937500
7,992,0.484375,0.968750
7,1024,0.500000,1.000000
8,32,0.125000,0.125000
8,64,0.250000,0.250000
8,96,0.375000,0.375000
8,128,0.500000,0.500000
8,160,0.625000,0.625000
8,192,0.750000,0.750000
8,224,0.656250,0.875000
8,256,0.750000,1.000000
8,288,0.703125,0.984375
8,320,0.625000,0.937500
8,352,0.687500,0.859375
8,384,0.750000,0.937500
8,416,0.609375,0.812500
8,448,0.656250,0.875000
8,480,0.703125,0.937500
8,512,0.750000,1.000000
